order_id,quantity,item_name,choice_description,item_price
694,1,Steak Soft Tacos,"Fresh Tomato Salsa (Mild) (Mild), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce",11.48
695,1,Chicken Burrito,"Fresh Tomato Salsa (Mild) (Mild), Cheese, Lettuce",8.49
696,1,Steak Bowl,"Fresh Tomato Salsa (Mild), Rice",9.25
697,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Sour Cream, Guacamole",11.25
698,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Sour Cream, Cheese",8.75
699,1,Chicken Bowl,"Tomatillo-Green Chili Salsa (Medium), Pinto Beans, Rice, Fajita Veggies, Lettuce",8.49
700,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese",8.75
701,1,Chicken Salad Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Pinto Beans, Guacamole, Lettuce",11.25
702,1,Carnitas Bowl,"Fresh Tomato (Mild), Guacamole, Sour Cream, Cheese",11.08
703,1,Chicken Bowl,"Roasted Chili Corn Salsa (Medium), Rice, Fajita Veggies, Cheese",8.49
704,1,Steak Bowl,"Fresh Tomato Salsa (Mild), Guacamole",11.75
705,1,Barbacoa Bowl,"Tomatillo-Red Chili Salsa (Hot), Cheese, Sour Cream, Guacamole, Lettuce",11.75
706,1,Chicken Burrito,"Tomatillo Green Chili Salsa, Rice, Pinto Beans, Black Beans, Sour Cream, Cheese, Lettuce",8.75
707,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Pinto Beans, Sour Cream, Guacamole, Lettuce",11.25
708,2,Steak Burrito,"Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce",23.5
709,1,Chicken Salad Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Sour Cream, Cheese, Lettuce",8.75
710,1,Chicken Bowl,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese",8.75
711,1,Chicken Bowl,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream, Lettuce",8.49
712,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Black Beans, Cheese",8.75
713,1,Carnitas Bowl,"Fresh Tomato Salsa (Mild) (Mild), Rice, Cheese, Sour Cream",8.99
714,1,Steak Burrito,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese",9.25
715,1,Steak Burrito,"Roasted Chili Corn Salsa, Lettuce, Black Beans, Cheese",9.25
716,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Rice, Sour Cream, Guacamole, Lettuce",11.75
717,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Lettuce",8.75
718,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce",10.98
719,1,Veggie Burrito,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole",11.25
720,1,Chicken Bowl,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",8.75
721,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Fajita Vegetables, Sour Cream, Cheese, Guacamole",11.25
722,1,Chips and Guacamole,no choice,4.45
723,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream",8.49
724,1,Carnitas Soft Tacos,"Roasted Chili Corn Salsa, Rice, Cheese, Sour Cream, Lettuce",9.25
725,1,Canned Soft Drink,Coke,1.25
726,1,Chicken Bowl,"Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",8.49
727,1,Chicken Bowl,"Tomatillo-Red Chili Salsa (Hot), Rice, Black Beans, Cheese, Lettuce, Guacamole",11.25
728,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream",8.75
729,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream",8.49
730,1,Barbacoa Bowl,"Fresh Tomato Salsa (Mild) (Mild), Rice, Cheese, Sour Cream, Lettuce",8.99
731,1,Chicken Salad Bowl,"Fresh Tomato Salsa (Mild), Rice, Fajita Vegetables, Pinto Beans, Black Beans, Lettuce, Guacamole",11.25
732,1,Chicken Burrito,"Fresh Tomato Salsa (Mild) (Mild), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",8.49
733,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Rice, Cheese, Lettuce",8.75
734,1,Chicken Salad Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Black Beans, Cheese, Guacamole",11.25
735,1,Steak Burrito,"Fresh Tomato Salsa (Mild) (Mild), Pinto Beans, Rice, Cheese, Sour Cream",8.99
736,1,Chicken Burrito,"Tomatillo Green Chili Salsa, Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce",8.75
737,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Black Beans, Cheese",8.75
738,1,Barbacoa Salad Bowl,"Fresh Tomato Salsa (Mild), Rice, Pinto Beans, Cheese, Lettuce",9.39
739,1,Chicken Burrito,"Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Cheese, Sour Cream, Lettuce",8.49
740,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice",8.75
741,2,Chicken Bowl,"Tomatillo-Red Chili Salsa (Hot), Sour Cream, Cheese, Fajita Veggies, Guacamole, Rice, Pinto Beans",21.96
742,1,Veggie Bowl,"Fresh Tomato Salsa (Mild) (Mild), Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream",8.49
743,1,Chicken Burrito,"Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",8.75
744,1,Chicken Soft Tacos,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Lettuce",8.49
745,1,Chicken Bowl,"Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Fresh Tomato Salsa (Mild) (Mild), Tomatillo-Green Chili Salsa (Medium), Rice, Black Beans, Fajita Veggies, Cheese, Sour Cream",8.49
746,1,Veggie Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Sour Cream, Lettuce",8.75
747,2,Chicken Burrito,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream",17.5
748,1,Barbacoa Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Lettuce",9.25
749,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Rice, Black Beans, Sour Cream, Cheese",8.75
750,2,Chips,no choice,4.3
751,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice",8.75
752,1,Chicken Bowl,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Lettuce",8.49
753,1,Steak Burrito,"Tomatillo-Red Chili Salsa (Hot), Sour Cream",9.25
754,1,6 Pack Soft Drink,Diet Coke,6.49
755,1,Veggie Bowl,"Tomatillo-Green Chili Salsa (Medium), Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce",10.98
756,1,Carnitas Salad Bowl,"Fresh Tomato Salsa (Mild), Rice, Cheese, Sour Cream",9.39
757,1,Steak Bowl,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream",9.25
758,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Lettuce",8.75
759,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Pinto Beans, Guacamole, Lettuce",11.25
760,1,Chicken Salad Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Black Beans, Pinto Beans, Guacamole, Lettuce",11.25
761,1,Chicken Burrito,"Fresh Tomato Salsa (Mild) (Mild), Black Beans, Rice, Cheese, Sour Cream, Lettuce",8.49
762,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Fajita Vegetables",8.75
763,1,Steak Bowl,"Fresh Tomato Salsa (Mild), Rice",9.25
764,1,Canned Soft Drink,Lemonade,1.25
765,1,Chicken Soft Tacos,"Fresh Tomato Salsa (Mild) (Mild), Cheese, Sour Cream, Lettuce",8.49
766,1,Chicken Salad Bowl,"Fresh Tomato Salsa (Mild), Rice, Fajita Vegetables, Pinto Beans, Black Beans, Lettuce, Guacamole",11.25
767,1,Steak Bowl,"Roasted Chili Corn Salsa, Rice, Black Beans, Lettuce, Guacamole",11.75
768,2,Barbacoa Crispy Tacos,"Fresh Tomato Salsa (Mild), Sour Cream, Cheese, Rice",18.5
769,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream",8.49
770,1,Chicken Bowl,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Lettuce",8.75
771,1,Carnitas Burrito,"Fresh Tomato Salsa (Mild) (Mild), Black Beans, Rice, Cheese, Sour Cream",8.99
772,1,Steak Burrito,"Roasted Chili Corn Salsa, Rice, Black Beans, Sour Cream, Cheese, Lettuce",9.25
773,1,Bottled Water,no choice,1.5
774,1,6 Pack Soft Drink,Diet Coke,6.49
775,1,Chicken Burrito,"Roasted Chili Corn Salsa (Medium), Pinto Beans, Rice, Fajita Veggies, Sour Cream, Lettuce",8.49
776,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Rice, Black Beans, Sour Cream, Cheese",8.75
777,2,Chicken Salad Bowl,"Tomatillo Green Chili Salsa, Black Beans, Cheese, Guacamole",22.5
778,1,Steak Bowl,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Lettuce",9.25
779,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",8.49
780,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Rice, Black Beans, Fajita Veggies, Cheese, Guacamole, Lettuce",10.98
781,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Sour Cream",8.75
782,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Rice, Cheese, Guacamole",11.25
783,1,Steak Bowl,"Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",8.99
784,1,Steak Burrito,"Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce",11.75
785,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Rice, Sour Cream, Lettuce, Guacamole",11.75
786,1,Steak Bowl,"Fresh Tomato Salsa (Mild) (Mild), Black Beans, Rice, Cheese, Sour Cream, Lettuce",8.99
787,1,Steak Bowl,"Fresh Tomato Salsa (Mild) (Mild), Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Pinto Beans, Rice, Cheese, Sour Cream, Lettuce",8.99
788,1,Canned Soda,Dr. Pepper,1.09
789,1,Steak Burrito,"Fresh Tomato Salsa (Mild) (Mild), Pinto Beans, Rice, Cheese, Sour Cream",8.99
790,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Pinto Beans, Rice, Sour Cream, Guacamole",10.98
791,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Rice, Pinto Beans, Cheese, Guacamole, Lettuce",11.75
792,1,Veggie Burrito,"Fresh Tomato Salsa (Mild), Rice, Fajita Vegetables, Black Beans, Lettuce, Guacamole",11.25
793,1,Carnitas Soft Tacos,"Fresh Tomato Salsa (Mild), Sour Cream, Guacamole",11.75
794,1,Steak Burrito,"Fresh Tomato Salsa (Mild) (Mild), Black Beans, Rice, Cheese, Sour Cream, Lettuce",8.99
795,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Lettuce",8.75
796,1,Bottled Water,no choice,1.5
797,1,Chips and Guacamole,no choice,3.99
798,1,6 Pack Soft Drink,Diet Coke,6.49
799,1,Steak Soft Tacos,"Tomatillo-Green Chili Salsa (Medium), Cheese, Sour Cream",8.99
800,2,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Sour Cream, Lettuce",17.5
801,1,Veggie Burrito,"Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Guacamole, Lettuce",11.25
802,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Rice, Pinto Beans, Cheese, Guacamole, Lettuce",10.98
803,1,Barbacoa Soft Tacos,"Fresh Tomato Salsa (Mild), Black Beans, Cheese, Lettuce",9.25
804,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Guacamole, Lettuce",11.25
805,1,Chips and Guacamole,no choice,4.45
806,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese, Guacamole",11.25
807,1,Chips and Tomatillo Red Chili Salsa,no choice,2.95
808,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese",8.75
809,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Sour Cream, Lettuce",8.75
810,1,Steak Burrito,"Fresh Tomato Salsa (Mild) (Mild), Roasted Chili Corn Salsa (Medium), Rice, Guacamole, Lettuce",11.48
811,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Rice, Black Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce",8.49
812,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Rice, Sour Cream, Guacamole",11.25
813,1,Bottled Water,no choice,1.5
814,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Guacamole, Lettuce",11.25
815,1,Chicken Bowl,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce",11.25
816,1,Chips and Guacamole,no choice,4.45
817,1,Carnitas Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream",9.25
818,1,Steak Bowl,"Fresh Tomato Salsa (Mild), Rice, Cheese, Lettuce",9.25
819,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream, Guacamole",10.98
820,1,Veggie Bowl,"Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",8.49
821,1,Chicken Burrito,"Tomatillo-Green Chili Salsa (Medium), Rice, Cheese, Guacamole",10.98
822,1,Steak Bowl,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream, Lettuce",8.99
823,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",11.75
824,1,Chips and Guacamole,no choice,3.99
825,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Roasted Chili Corn Salsa (Medium), Black Beans, Guacamole",10.98
826,2,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Sour Cream, Lettuce",17.5
827,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",8.99
828,1,Steak Burrito,"Fresh Tomato Salsa (Mild) (Mild), Pinto Beans, Rice, Cheese, Sour Cream",8.99
829,1,Canned Soft Drink,Sprite,1.25
830,1,Steak Burrito,"Tomatillo Green Chili Salsa, Fajita Vegetables, Cheese, Sour Cream, Guacamole, Lettuce, Rice",11.75
831,2,Chicken Burrito,"Fresh Tomato Salsa (Mild), Lettuce, Rice, Black Beans, Cheese",17.5
832,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Roasted Chili Corn Salsa (Medium), Rice, Fajita Veggies",8.49
833,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Sour Cream, Guacamole, Lettuce",11.25
834,1,Veggie Burrito,"Fresh Tomato Salsa (Mild), Cheese, Rice, Pinto Beans",8.75
835,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Cheese",8.75
836,1,Steak Bowl,"Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole",11.75
837,2,Chicken Bowl,"Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Cheese, Sour Cream, Rice, Fajita Veggies, Guacamole",21.96
838,1,Chicken Soft Tacos,"Fresh Tomato Salsa (Mild), Cheese, Sour Cream, Lettuce",8.75
839,1,Chicken Soft Tacos,"Fresh Tomato Salsa (Mild), Cheese, Sour Cream, Guacamole",11.25
840,1,Steak Burrito,"Fresh Tomato Salsa (Mild) (Mild), Pinto Beans, Rice, Cheese, Sour Cream",8.99
841,1,Barbacoa Soft Tacos,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Pinto Beans, Cheese, Sour Cream",9.25
842,1,Chicken Burrito,"Fresh Tomato Salsa (Mild) (Mild), Black Beans, Rice, Cheese, Sour Cream, Guacamole",10.98
843,1,Steak Bowl,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce",11.75
844,1,Chips and Guacamole,no choice,4.45
845,1,Canned Soft Drink,Coke,1.25
846,1,Veggie Burrito,"Fresh Tomato Salsa (Mild), Rice, Pinto Beans, Cheese",8.75
847,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice",8.75
848,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Sour Cream",8.75
849,1,6 Pack Soft Drink,Coke,6.49
850,1,Chicken Salad Bowl,"Fresh Tomato Salsa (Mild), Rice, Fajita Vegetables, Pinto Beans, Black Beans, Lettuce, Guacamole",11.25
851,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Guacamole, Lettuce",11.25
852,1,Steak Burrito,"Fresh Tomato Salsa (Mild) (Mild), Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Fajita Veggies, Sour Cream, Lettuce",8.99
853,1,Steak Burrito,"Roasted Chili Corn Salsa, Cheese, Black Beans, Lettuce",9.25
854,1,Steak Burrito,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream",9.25
855,1,Steak Burrito,"Roasted Chili Corn Salsa, Rice, Cheese, Guacamole, Lettuce",11.75
856,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",11.25
857,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice",8.75
858,1,Barbacoa Burrito,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",9.25
859,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Guacamole",10.98
860,1,Chicken Burrito,"Roasted Chili Corn Salsa, Rice, Cheese, Sour Cream, Lettuce",8.75
861,1,Steak Soft Tacos,"Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Black Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce",8.99
862,1,Chips and Guacamole,no choice,4.45
863,1,Chicken Burrito,"Tomatillo-Green Chili Salsa (Medium), Rice, Cheese, Guacamole",10.98
864,1,Steak Soft Tacos,"Fresh Tomato Salsa (Mild), Sour Cream, Cheese, Lettuce, Guacamole",11.75
865,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Tomatillo-Red Chili Salsa (Hot), Guacamole, Rice, Black Beans, Cheese, Sour Cream",10.98
866,1,Steak Bowl,"Fresh Tomato Salsa (Mild) (Mild), Rice, Cheese, Sour Cream, Lettuce",8.99
867,1,Steak Burrito,"Fresh Tomato Salsa (Mild) (Mild), Pinto Beans, Rice, Cheese, Sour Cream",8.99
868,1,Chips and Guacamole,no choice,3.99
869,1,Veggie Salad Bowl,"Tomatillo-Red Chili Salsa (Hot), Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole",11.25
870,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream, Guacamole",10.98
871,1,Chicken Burrito,"Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce",10.98
872,1,Chicken Burrito,"Fresh Tomato Salsa (Mild) (Mild), Tomatillo-Red Chili Salsa (Hot), Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce",10.98
873,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese",8.75
874,1,Steak Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",11.75
875,1,Chicken Bowl,"Fresh Tomato Salsa (Mild) (Mild), Roasted Chili Corn Salsa (Medium), Black Beans, Cheese, Guacamole",10.98
876,1,Chips and Guacamole,no choice,4.45
877,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Lettuce",8.75
878,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Cheese, Lettuce",8.75
879,1,Steak Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream",9.25
880,1,Chips and Guacamole,no choice,3.99
881,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Sour Cream, Cheese, Guacamole",11.25
882,1,Chips and Guacamole,no choice,4.45
883,1,Chips and Guacamole,no choice,4.45
884,1,Chicken Bowl,"Tomatillo-Red Chili Salsa (Hot), Rice, Black Beans, Sour Cream, Cheese, Lettuce",8.75
885,1,Carnitas Bowl,"Fresh Tomato Salsa (Mild), Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce, Guacamole",11.75
886,1,Steak Bowl,"Fresh Tomato Salsa (Mild), Rice, Cheese, Sour Cream, Guacamole, Lettuce",11.75
887,1,Steak Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Sour Cream, Cheese, Guacamole",11.75
888,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Cheese, Sour Cream, Lettuce",8.75
889,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Tomatillo-Green Chili Salsa (Medium), Rice, Black Beans, Pinto Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce",8.99
890,1,Chips and Guacamole,no choice,4.45
891,1,Chips,no choice,2.15
892,1,Canned Soft Drink,Lemonade,1.25
893,1,Steak Burrito,"Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce",11.75
894,1,Veggie Burrito,"Tomatillo-Red Chili Salsa (Hot), Fajita Vegetables, Rice, Pinto Beans, Cheese, Lettuce",8.75
895,1,Chicken Burrito,"Fresh Tomato Salsa (Mild) (Mild), Rice, Cheese, Lettuce",8.49
896,1,Veggie Salad Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables",8.75
897,1,Steak Burrito,"Fresh Tomato Salsa (Mild) (Mild), Pinto Beans, Rice, Cheese, Sour Cream",8.99
898,1,Steak Crispy Tacos,"Tomatillo-Red Chili Salsa (Hot), Rice, Pinto Beans, Sour Cream, Cheese, Lettuce",9.25
899,1,Chips and Guacamole,no choice,4.45
900,1,Carnitas Bowl,"Roasted Chili Corn Salsa (Medium), Rice, Guacamole, Lettuce",11.48
901,4,Canned Soda,Sprite,4.36
902,1,Carnitas Burrito,"Fresh Tomato Salsa (Mild) (Mild), Black Beans, Rice, Cheese, Sour Cream, Guacamole",11.48
903,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice",8.75
904,1,Barbacoa Burrito,"Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream",8.99
905,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Sour Cream, Guacamole",11.25
906,1,Carnitas Soft Tacos,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream, Lettuce",9.25
907,1,Chicken Soft Tacos,"Roasted Chili Corn Salsa, Rice, Cheese",8.75
908,1,Chicken Burrito,"Fresh Tomato Salsa (Mild) (Mild), Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce",10.98
909,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Rice, Pinto Beans, Sour Cream, Lettuce",8.75
910,1,Barbacoa Soft Tacos,"Tomatillo-Red Chili Salsa (Hot), Rice, Pinto Beans, Cheese, Sour Cream",9.25
911,1,Chicken Burrito,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese",8.75
912,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Fajita Vegetables, Rice, Lettuce",8.75
913,1,Carnitas Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Lettuce",9.25
914,1,Steak Bowl,"Roasted Chili Corn Salsa, Rice, Cheese, Sour Cream, Lettuce",9.25
915,2,Canned Soft Drink,Coke,2.5
916,1,Steak Bowl,"Tomatillo Green Chili Salsa, Rice, Pinto Beans, Cheese, Lettuce",9.25
917,1,Chicken Burrito,"Tomatillo-Green Chili Salsa (Medium), Black Beans, Rice, Cheese, Sour Cream, Guacamole",10.98
918,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice",8.75
919,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Black Beans, Cheese, Sour Cream, Lettuce",8.75
920,1,Chicken Burrito,"Fresh Tomato Salsa (Mild) (Mild), Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce",10.98
921,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Pinto Beans, Cheese, Sour Cream, Lettuce",8.75
922,1,Chicken Bowl,"Roasted Chili Corn Salsa, Cheese, Lettuce, Fajita Vegetables, Rice",8.75
923,1,Carnitas Soft Tacos,"Roasted Chili Corn Salsa, Rice, Cheese, Sour Cream, Lettuce",9.25
924,1,Chicken Burrito,"Roasted Chili Corn Salsa (Medium), Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",8.49
925,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Sour Cream",8.75
926,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Rice, Sour Cream, Lettuce",9.25
927,1,Steak Burrito,"Fresh Tomato Salsa (Mild) (Mild), Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",8.99
928,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Sour Cream, Lettuce",8.75
929,1,Steak Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Sour Cream, Guacamole",11.75
930,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Sour Cream, Guacamole, Lettuce",11.25
931,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Cheese, Lettuce",8.75
